seed,update,parameter_id,method,delta_magnitude_energy,delta_symmetric_energy,delta_skew_energy,delta_out_of_subspace_energy
0,128,transformer.h.4.mlp.w2.weight,pair_local_frechet_hutchinson,0.20320078449038048,3.1563785854803044,9.012116708102198,38.124087067504036
0,128,transformer.h.4.mlp.w2.weight,pair_local_skew_hutchinson,5.457617874764688,45.31910964355832,131.78800296246368,879.4694288315696
0,128,transformer.h.4.mlp.w2.weight,mix_025,-0.361552963829873,6.233577591028448,14.049394857052324,60.680348850397706
0,128,transformer.h.4.mlp.w2.weight,mix_050,-0.369754508011378,4.417110469909115,10.767144000651108,43.863265138108176
0,128,transformer.h.4.mlp.w2.weight,mix_075,-0.2807145382056026,2.5446192598876127,6.307280336061972,25.373841687803818
0,128,transformer.h.4.mlp.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.4.mlp.c_proj.weight,pair_local_frechet_hutchinson,0.16622422030025585,2.3256209607175986,5.6796848395064075,27.624875620533174
0,128,transformer.h.4.mlp.c_proj.weight,pair_local_skew_hutchinson,4.526753128459486,39.37291041958621,91.91932253433401,605.8879124160272
0,128,transformer.h.4.mlp.c_proj.weight,mix_025,-0.125533311901373,1.0498960120177827,1.7104832960040017,5.416124272781232
0,128,transformer.h.4.mlp.c_proj.weight,mix_050,-0.10273425214268606,0.7682982000158249,1.4035473186097214,4.202846959374881
0,128,transformer.h.4.mlp.c_proj.weight,mix_075,-0.06404246990982687,0.5101064852109953,0.9214684611246327,3.1920765390987498
0,128,transformer.h.5.attn.c_attn.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.5.attn.c_attn.weight,pair_local_frechet_hutchinson,0.04852434839326891,2.5473288315454994,4.5127328091305685,3.3477827333824592
0,128,transformer.h.5.attn.c_attn.weight,pair_local_skew_hutchinson,1.3667811131033072,80.86875345014445,122.69262205514332,148.75206442370578
