seed,update,parameter_id,shape,method,channel,delta_norm_sq,fraction_of_total_derivative_energy
1,2048,transformer.h.4.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,45.115084063836164,0.7544424108686354
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.2415921649317563,0.0037169520079344525
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,4.569131758006143,0.07029716161215471
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,11.642885201406889,0.17912851412107694
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,48.5442038010097,0.7468639384175023
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.08594118871502605,0.002107774409750611
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,2.7852120845439337,0.0683094898418997
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,6.988809583081457,0.17140598372085786
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,30.913734603332767,0.7581833540002484
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.17907897831275402,0.004546636330724326
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,2.8769833877808626,0.0730437336476764
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,7.097222160526412,0.18019137939192173
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,29.23408332306667,0.7422241660321709
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.09436026502824492,0.0015437384928226362
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,4.247568464856398,0.069490425213787
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,10.704609759998197,0.1751279326335892
1,2048,transformer.h.4.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,46.0782530669539,0.7538424454423396
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.29025270435548084,0.0057705019413091885
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,4.452469417368027,0.08851935927210193
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,9.143334205357995,0.18177824699072687
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,36.41364989387019,0.723938258798736
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.09735456614181108,0.0027997308889907624
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,2.8761486852069567,0.08271252838387191
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,6.053464568036971,0.17408604863850866
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,25.746143124703796,0.7404097725997982
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.21189269951607048,0.006841579834156984
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,2.820756743962792,0.09107643869105793
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,5.5956610007937,0.1806723947981293
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,22.343202249553364,0.7214160860197156
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.11377979870002619,0.0016717658047709972
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,5.871920098951217,0.0862760818873897
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,12.134187266819103,0.17828753059088648
1,2048,transformer.h.4.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,49.940220998069414,0.7337713258518865
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,2.0962124830811457,0.0021584024858276917
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,177.65263750543056,0.18292319958039469
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,328.49178526926005,0.3382374122956221
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,462.94715924142827,0.4766817807729305
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,1.06135891569864,0.0018892141233284128
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,105.07075315299619,0.18702547071433445
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,191.3452831869441,0.34059374833733513
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,264.32172105733184,0.47049148138099944
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,1.1518400308586831,0.0021836328713278094
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,98.09191076154659,0.18596047629164797
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,179.899492597646,0.3410494817397172
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,248.3454481802834,0.4708078114691232
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,3.633523886146617,0.0019045717804911945
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,363.36580380641595,0.19046420984427084
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,650.6240855162954,0.34103540029190943
1,2048,transformer.h.5.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,890.1702704144307,0.4665975042375514
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,3.407755628380791,0.00487249530076734
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,285.00834724137445,0.4075121528807835
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,410.9704014437485,0.5876158880384873
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,1.8053264877354227,0.004810710688331121
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,154.53661561125188,0.41179861565766823
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,218.93090836347875,0.5833921276983893
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,2.718518780142968,0.007269213248701136
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,151.47375658863137,0.40503492058521046
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,219.78552526117645,0.5876979271841779
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,6.167012651212659,0.005550443929928249
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,450.49074925138103,0.40545135644881203
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,654.4294311585801,0.5890005532948407
1,2048,transformer.h.5.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.4206899407658253,0.005965831412076983
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,4.784414593295923,0.06784809453043864
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,12.27518275582966,0.17407516505006784
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,53.03668762310434,0.7521167167402207
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,magnitude,0.10095425445139207,0.0022827712237823115
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,symmetric,2.8459122641468646,0.06435158832391383
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,skew,7.271361844613741,0.16441957465581614
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,34.00649674132652,0.7689527559249555
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.3271370694661405,0.0075090487132925855
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,3.0255937002616298,0.06944896375996683
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,skew,7.691963539203153,0.17656002424612152
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,32.52126034753015,0.7464874847897668
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.19201336398517055,0.002413211201426421
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,symmetric,5.402611899524602,0.06789966741012546
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,skew,13.946447937846855,0.17527803109746942
1,2048,transformer.h.5.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,60.02704075053227,0.7544158600275983
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.29650547169883895,0.004140987410266078
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,4.8704971334011775,0.06802123143156238
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,12.515894756756772,0.17479664816636822
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,53.920183472245704,0.7530478261952452
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.11006231953262513,0.0024061660256216293
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,2.995969676863203,0.06549744254775575
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,7.819141290231527,0.17094090150002156
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,34.81690767181521,0.7611620463104433
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.24450350284799624,0.005682315404167222
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,3.0317487942962784,0.07045851153349367
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,7.6405166540312965,0.17756729442845295
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,32.112378032557956,0.746298757414062
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.15355963750914498,0.0020144685528837446
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,5.031118670707767,0.06600061391368868
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,13.40528286892775,0.17585689325658854
1,2048,transformer.h.5.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,57.638815909221464,0.7561334733397446
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.602174145387242,0.010708739785478831
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,4.133092494238181,0.07350068475897416
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,10.098301988339827,0.1795827487724049
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,41.39870310466707,0.7362121778228822
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.17500354448614444,0.004296708047108808
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,2.8182491734790553,0.06919399225884779
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,6.968834563112774,0.17109966334806054
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,30.767813808797595,0.7554150607199435
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.4563552964639574,0.012977636918478981
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,2.761586217546579,0.07853280881824001
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,6.22179445192275,0.176932732027221
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,25.72527505026713,0.7315643793711079
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.14138015498442952,0.0013569687433229146
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,7.352175560532274,0.0705662858564816
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,18.32266068579007,0.17586115850464987
1,2048,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,78.37260087668871,0.7522213406421933
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.1107974353266652,0.0031508984408008967
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,60.27197054029455,0.17096803787952783
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,130.13508157724368,0.3691423949990023
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,161.01729036831662,0.45674315858886727
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.4634966290940205,0.00237072438143216
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,32.84343038166929,0.16798983269390436
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,73.39963958103174,0.37542951603168373
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,88.80257487836016,0.45421350703152163
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.7379128914006242,0.003907209655589866
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,31.686533708557544,0.1677785168155216
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,70.15890618940874,0.3714876903269257
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,86.27653057594142,0.4568296573288833
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,2.7772820856570912,0.002113866936794093
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,230.88122652131432,0.17573014768300105
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,510.6819753142379,0.3886943095944311
1,4096,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,out_of_subspace,569.4997172045523,0.43346213513182447
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,magnitude,2.0370333667319485,0.005699741718956981
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,symmetric,142.2076351596724,0.39790550518775947
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,skew,213.14648551162318,0.5963966695689003
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_scalar_int3_p98_k8,out_of_subspace,0.0,0.0
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,magnitude,0.7636537183315976,0.0038220806755133925
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,symmetric,80.18720538985642,0.4013363135500525
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,skew,118.85003368692493,0.5948434560514545
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,out_of_subspace,0.0,0.0
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,magnitude,1.0395279009604101,0.005430622578966226
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,symmetric,76.01261570858875,0.39709932438750967
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,skew,114.3679046863904,0.5974721072182388
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_vq64_int3_k8,out_of_subspace,0.0,0.0
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,magnitude,7.133319407397306,0.004353459338183102
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,symmetric,661.1492738273297,0.40349889240789644
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,skew,970.2623317092226,0.5921503534646869
1,4096,transformer.h.0.attn.c_proj.weight,"(384, 384)",direct_scalar_int4,out_of_subspace,0.0,0.0
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.4609731830598388,0.01209127801565265
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,3.474309945238263,0.09113078375097064
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,7.001236036611187,0.18364168347051774
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,27.18818303784136,0.7131431760713027
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,magnitude,0.08494424869666312,0.0036701795274678827
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,symmetric,2.0865882399192515,0.09015505532051067
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,skew,4.15761111338369,0.179637579066765
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,16.815393675767663,0.7265414028853465
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.361487330399534,0.01599664090090913
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,2.154623539002727,0.09534701808768298
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,skew,4.210946986539054,0.18634403236755187
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,15.87079440203107,0.7023189404199853
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.08994595657422393,0.0016210050792804793
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,symmetric,5.023816702920256,0.09053917155339467
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,skew,10.132510303881002,0.18260799366671937
1,4096,transformer.h.0.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,40.241823743516385,0.7252377224308005
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,magnitude,0.5112512365437818,0.013092076670063976
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,symmetric,3.5948968731784614,0.09205780274058117
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,skew,7.335979507928488,0.18785911759764154
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_scalar_int3_p98_k8,out_of_subspace,27.60855963166897,0.7069975652115411
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_int4_k8,magnitude,0.082544541562828,0.0034337898949747584
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_int4_k8,symmetric,2.192664071921171,0.09121315099322931
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_int4_k8,skew,4.31423489936913,0.1794688773057815
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_int4_k8,out_of_subspace,17.44960782153534,0.7258903602154518
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,magnitude,0.37528014603441023,0.016005963065788213
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,symmetric,2.276774107027837,0.09710602239770248
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,skew,4.410559945732093,0.18811349424373683
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",structural_vq64_int3_k8,out_of_subspace,16.383813719485044,0.6987812172903669
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,magnitude,0.08942714816391661,0.0016089948349589818
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,symmetric,5.105391065560704,0.09185742834911774
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,skew,10.290779729643774,0.18515419280001605
1,4096,transformer.h.0.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,out_of_subspace,40.094289782328325,0.721386139395475
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,magnitude,0.5178037595683587,0.009850463841910233
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,symmetric,3.7308992842425956,0.07097493561629636
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,skew,9.271159703076629,0.1763703367157092
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_scalar_int3_p98_k8,out_of_subspace,39.04688255812925,0.7428101817931857
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,magnitude,0.1226856183689865,0.003377601902574412
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,symmetric,2.4808513750648817,0.06829918971612477
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,skew,6.157378326204822,0.1695159793457677
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,out_of_subspace,27.562649930264172,0.7588147664093794
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,magnitude,0.37576524952192764,0.011769161494644041
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,symmetric,2.3642609677523803,0.07404987337270376
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,skew,5.617978897746338,0.1759579977265051
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",structural_vq64_int3_k8,out_of_subspace,23.570139292594366,0.7382289238792704
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,magnitude,0.17924980572114993,0.0018049340939049268
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,symmetric,7.320112565278885,0.07370898220580205
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,skew,18.27032919755855,0.1839708553260044
1,4096,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,out_of_subspace,73.54187747693936,0.7405209810626017
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,magnitude,1.1138655513890967,0.0028479533381133505
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,symmetric,66.42738786851095,0.16984285112897862
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,skew,138.94355191527222,0.3552536048834112
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,out_of_subspace,184.6269664377587,0.47205785717712734
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,magnitude,0.37183751015308675,0.0017425406473694032
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,symmetric,36.051157752616845,0.16894639742719333
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,skew,76.30086257551493,0.3575684293186092
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,out_of_subspace,100.66497656469829,0.4717458799631514
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,magnitude,0.6500330170437925,0.0031042236281973888
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,symmetric,35.48991448835132,0.1694815928250349
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,skew,75.78953937843896,0.36193189075024595
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,out_of_subspace,97.4737585433115,0.4654845776533378
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,magnitude,2.720083999544626,0.0018701168130700874
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,symmetric,248.49219304995344,0.17084377843374457
1,4096,transformer.h.1.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,skew,534.9669756481412,0.36780141192857724
